Accuracy,Accuracy_std,Precision,Precision_std,Recall,Recall_std,F1,F1_std,Algoritmo
0.8892,0.011461239025515532,0.5405977008712909,0.06448105391667545,0.42121468926553673,0.07551692859985083,0.471992068906894,0.0685795318818994,DecisionTree
0.8855999999999999,0.010499523798725359,0.5422545829399571,0.08082685883140354,0.2816666666666666,0.03328600729232117,0.3690284895714348,0.04211286747196728,KNN
0.8496,0.024311314238436396,0.39734919364945215,0.07794101186811714,0.48206214689265536,0.0658342712088511,0.4341682119765832,0.0699907126239098,NaiveBayes
0.9028,0.008634813257969168,0.6622557967375041,0.06648959075298884,0.36754237288135594,0.06354318062457821,0.4704686513387025,0.06426022888506946,LogisticRegression
0.8940000000000001,0.009549869109050665,0.5736063972753039,0.05920481397998124,0.431497175141243,0.04698229299383614,0.49084661054088674,0.04366538235158975,MLP
